Station,Year,Month,Week,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2014,1,1,1,0.0,0.0,0.0,0.0,26.7,29.0,24.9,10.0,29.9
Changi,2014,1,1,2,0.0,0.0,0.0,0.0,27.4,30.9,25.0,11.9,36.0
Changi,2014,1,1,3,0.0,0.0,0.0,0.0,27.1,30.4,24.9,9.7,33.1
Changi,2014,1,1,4,0.0,0.0,0.0,0.0,27.1,31.1,24.9,6.4,25.9
Changi,2014,1,1,5,18.4,8.6,10.8,15.4,24.8,26.4,23.3,6.8,25.6
Changi,2014,1,2,6,31.2,10.0,10.8,11.6,25.3,27.1,23.9,6.1,25.6
Changi,2014,1,2,7,0.0,0.0,0.0,0.0,26.7,30.7,24.3,8.1,33.5
Changi,2014,1,2,8,0.0,0.0,0.0,0.0,27.1,31.8,24.7,9.0,34.9
Changi,2014,1,2,9,2.0,1.8,2.0,2.0,25.9,29.3,24.3,5.1,25.2
Changi,2014,1,2,10,0.0,0.0,0.0,0.0,26.8,30.6,24.2,5.3,19.1
Changi,2014,1,2,11,5.6,5.4,5.6,5.6,26.6,31.4,23.7,9.6,34.6
Changi,2014,1,2,12,18.2,18.2,18.2,18.2,26.2,28.9,23.8,9.4,34.9
Changi,2014,1,3,13,0.0,0.0,0.0,0.0,26.9,30.3,25.4,14.6,40.0
Changi,2014,1,3,14,0.0,0.0,0.0,0.0,26.5,29.3,24.5,11.4,37.4
Changi,2014,1,3,15,0.0,0.0,0.0,0.0,26.0,28.2,24.5,14.0,35.6
Changi,2014,1,3,16,0.0,0.0,0.0,0.0,26.2,28.5,24.5,14.1,34.2
Changi,2014,1,3,17,0.0,0.0,0.0,0.0,26.0,29.2,23.7,12.7,37.1
Changi,2014,1,3,18,0.0,0.0,0.0,0.0,26.1,29.3,24.1,14.2,40.0
Changi,2014,1,3,19,0.0,0.0,0.0,0.0,26.0,29.2,23.5,11.5,37.1
Changi,2014,1,4,20,0.0,0.0,0.0,0.0,25.7,29.1,23.6,11.7,38.2
Changi,2014,1,4,21,0.0,0.0,0.0,0.0,25.6,29.4,23.4,11.8,40.7
Changi,2014,1,4,22,0.0,0.0,0.0,0.0,25.5,28.4,23.2,10.8,34.9
Changi,2014,1,4,23,0.0,0.0,0.0,0.0,25.9,29.2,23.9,13.4,41.4
Changi,2014,1,4,24,0.0,0.0,0.0,0.0,25.8,28.5,24.0,13.5,36.0
Changi,2014,1,4,25,0.0,0.0,0.0,0.0,25.8,29.3,23.9,12.4,31.3
Changi,2014,1,4,26,0.0,0.0,0.0,0.0,25.6,29.4,22.7,12.4,32.4
Changi,2014,1,5,27,0.0,0.0,0.0,0.0,25.9,29.8,23.8,14.5,37.1
Changi,2014,1,5,28,0.0,0.0,0.0,0.0,26.5,30.1,24.4,15.4,39.6
Changi,2014,1,5,29,0.0,0.0,0.0,0.0,26.5,30.5,23.9,15.3,42.8
Changi,2014,1,5,30,0.0,0.0,0.0,0.0,25.8,30.6,22.4,12.2,38.9
Changi,2014,1,5,31,0.0,0.0,0.0,0.0,26.3,30.6,23.8,15.1,37.8
Changi,2014,2,5,1,0.0,0.0,0.0,0.0,25.9,31.6,22.4,11.8,36.7
Changi,2014,2,5,2,0.0,0.0,0.0,0.0,25.5,30.2,22.7,11.4,35.6
Changi,2014,2,6,3,0.0,0.0,0.0,0.0,26.1,31.2,22.9,11.3,32.0
Changi,2014,2,6,4,0.0,0.0,0.0,0.0,26.5,31.3,23.4,12.1,33.8
Changi,2014,2,6,5,0.0,0.0,0.0,0.0,26.2,30.7,23.2,13.1,34.2
Changi,2014,2,6,6,0.0,0.0,0.0,0.0,26.4,31.3,23.1,11.8,33.8
Changi,2014,2,6,7,0.0,0.0,0.0,0.0,26.5,31.6,23.9,11.6,28.1
Changi,2014,2,6,8,0.2,0.2,0.2,0.2,26.9,31.6,24.0,11.6,28.4
Changi,2014,2,6,9,0.0,0.0,0.0,0.0,27.5,32.7,24.7,10.3,24.8
Changi,2014,2,7,10,0.0,0.0,0.0,0.0,27.7,33.8,24.8,10.6,27.0
Changi,2014,2,7,11,0.0,0.0,0.0,0.0,27.6,32.4,25.0,13.2,32.8
Changi,2014,2,7,12,0.0,0.0,0.0,0.0,27.6,32.1,24.9,14.5,37.8
Changi,2014,2,7,13,0.0,0.0,0.0,0.0,27.9,32.7,25.4,14.4,41.0
Changi,2014,2,7,14,0.0,0.0,0.0,0.0,27.6,31.9,25.5,13.7,38.2
Changi,2014,2,7,15,0.0,0.0,0.0,0.0,27.8,31.9,25.4,15.9,39.6
Changi,2014,2,7,16,0.0,0.0,0.0,0.0,27.8,32.1,25.3,15.3,40.3
Changi,2014,2,8,17,0.0,0.0,0.0,0.0,27.8,31.7,25.6,15.5,33.5
Changi,2014,2,8,18,0.0,0.0,0.0,0.0,27.7,32.6,25.2,14.1,34.9
Changi,2014,2,8,19,0.0,0.0,0.0,0.0,27.6,32.2,24.9,12.2,33.1
Changi,2014,2,8,20,0.0,0.0,0.0,0.0,27.7,32.2,24.9,16.3,37.8
Changi,2014,2,8,21,0.0,0.0,0.0,0.0,27.7,31.7,25.8,18.3,42.8
Changi,2014,2,8,22,0.0,0.0,0.0,0.0,28.0,32.3,25.5,16.6,39.2
Changi,2014,2,8,23,0.0,0.0,0.0,0.0,27.4,32.1,24.4,13.5,41.4
Changi,2014,2,9,24,0.0,0.0,0.0,0.0,27.2,31.5,24.6,15.7,40.0
Changi,2014,2,9,25,0.0,0.0,0.0,0.0,27.0,31.8,24.0,13.8,40.0
Changi,2014,2,9,26,0.0,0.0,0.0,0.0,27.3,32.0,24.4,15.0,40.7
Changi,2014,2,9,27,0.0,0.0,0.0,0.0,27.8,32.4,24.9,15.7,41.4
Changi,2014,2,9,28,0.0,0.0,0.0,0.0,27.6,32.1,25.0,15.2,41.4
Changi,2014,3,9,1,0.0,0.0,0.0,0.0,27.7,32.7,25.1,14.8,38.9
Changi,2014,3,9,2,0.0,0.0,0.0,0.0,28.0,33.8,24.8,12.6,36.0
Changi,2014,3,10,3,0.0,0.0,0.0,0.0,27.6,32.9,24.7,12.0,36.0
Changi,2014,3,10,4,0.0,0.0,0.0,0.0,27.8,32.9,25.0,13.5,36.4
Changi,2014,3,10,5,0.0,0.0,0.0,0.0,27.6,33.5,24.1,12.9,39.2
Changi,2014,3,10,6,0.0,0.0,0.0,0.0,27.5,33.0,23.8,11.8,38.2
Changi,2014,3,10,7,0.0,0.0,0.0,0.0,27.6,32.6,24.2,11.2,32.4
Changi,2014,3,10,8,0.0,0.0,0.0,0.0,27.9,32.8,24.8,13.0,36.4
Changi,2014,3,10,9,0.0,0.0,0.0,0.0,27.6,32.0,24.2,14.5,42.1
Changi,2014,3,11,10,0.0,0.0,0.0,0.0,27.8,32.3,24.9,15.7,41.4
Changi,2014,3,11,11,0.0,0.0,0.0,0.0,28.2,33.6,25.0,14.4,35.3
Changi,2014,3,11,12,0.0,0.0,0.0,0.0,28.3,33.4,25.6,16.0,37.4
Changi,2014,3,11,13,0.0,0.0,0.0,0.0,28.3,33.8,24.7,13.5,38.9
Changi,2014,3,11,14,0.0,0.0,0.0,0.0,28.6,34.1,25.2,13.0,41.0
Changi,2014,3,11,15,0.0,0.0,0.0,0.0,28.6,32.7,25.9,12.4,35.3
Changi,2014,3,11,16,52.6,20.4,26.2,37.8,26.0,28.2,23.6,6.6,40.7
Changi,2014,3,12,17,5.4,3.6,4.2,5.2,26.3,30.7,24.3,8.9,36.0
Changi,2014,3,12,18,0.4,0.4,0.4,0.4,27.5,32.7,24.9,8.9,33.1
Changi,2014,3,12,19,0.0,0.0,0.0,0.0,27.5,32.5,25.4,7.6,29.9
Changi,2014,3,12,20,2.0,2.0,2.0,2.0,27.6,33.6,25.9,7.0,28.4
Changi,2014,3,12,21,5.2,2.8,4.4,4.4,27.7,33.1,25.3,8.0,24.1
Changi,2014,3,12,22,0.0,0.0,0.0,0.0,27.5,31.0,25.0,11.7,31.7
Changi,2014,3,12,23,0.0,0.0,0.0,0.0,27.9,32.8,24.2,11.1,32.0
Changi,2014,3,13,24,0.0,0.0,0.0,0.0,28.1,33.0,24.7,11.5,32.8
Changi,2014,3,13,25,0.0,0.0,0.0,0.0,28.5,33.2,25.2,13.0,37.1
Changi,2014,3,13,26,0.0,0.0,0.0,0.0,28.7,34.0,25.7,11.5,36.7
Changi,2014,3,13,27,0.0,0.0,0.0,0.0,29.1,34.4,25.8,10.9,30.6
Changi,2014,3,13,28,0.0,0.0,0.0,0.0,28.6,32.7,26.2,10.8,34.9
Changi,2014,3,13,29,0.4,0.4,0.4,0.4,28.6,33.3,26.5,8.3,34.2
Changi,2014,3,13,30,0.0,0.0,0.0,0.0,28.4,32.3,25.8,9.1,32.4
Changi,2014,3,14,31,0.0,0.0,0.0,0.0,28.8,33.0,26.6,10.5,36.4
Changi,2014,4,14,1,2.0,2.0,2.0,2.0,28.4,32.4,26.5,7.5,25.9
Changi,2014,4,14,2,0.0,0.0,0.0,0.0,28.8,32.6,26.3,8.6,33.1
Changi,2014,4,14,3,0.0,0.0,0.0,0.0,29.3,34.2,27.1,11.0,43.2
Changi,2014,4,14,4,0.0,0.0,0.0,0.0,28.6,32.4,26.6,7.4,33.1
Changi,2014,4,14,5,23.4,15.2,17.2,17.4,26.4,28.0,22.8,5.4,28.1
Changi,2014,4,14,6,0.2,0.2,0.2,0.2,28.0,32.5,24.6,10.4,34.6
Changi,2014,4,15,7,10.0,9.8,10.0,10.0,28.6,34.5,25.0,7.6,43.2
Changi,2014,4,15,8,6.6,4.2,4.8,6.2,27.6,32.8,25.4,6.9,27.7
Changi,2014,4,15,9,1.8,1.4,1.8,1.8,27.6,34.0,24.5,7.2,37.1
Changi,2014,4,15,10,0.0,0.0,0.0,0.0,28.0,31.8,25.8,6.2,29.2
Changi,2014,4,15,11,2.8,1.4,2.6,2.8,27.5,33.0,25.3,6.1,34.6
Changi,2014,4,15,12,8.0,1.4,2.8,5.0,26.8,30.2,23.9,5.0,24.1
Changi,2014,4,15,13,0.0,0.0,0.0,0.0,28.5,33.5,25.6,8.3,30.6
Changi,2014,4,16,14,0.0,0.0,0.0,0.0,28.4,32.6,25.8,7.7,30.2
Changi,2014,4,16,15,0.0,0.0,0.0,0.0,28.5,33.4,25.7,7.9,33.1
Changi,2014,4,16,16,0.2,0.2,0.2,0.2,28.7,33.0,26.0,6.1,23.4
Changi,2014,4,16,17,28.8,21.2,26.4,28.8,28.4,31.6,23.5,6.9,25.6
Changi,2014,4,16,18,0.0,0.0,0.0,0.0,28.2,30.9,26.5,6.4,29.2
Changi,2014,4,16,19,0.0,0.0,0.0,0.0,28.9,32.1,26.0,8.1,28.8
Changi,2014,4,16,20,0.2,0.2,0.2,0.2,28.2,31.7,26.4,7.4,32.0
Changi,2014,4,17,21,5.2,2.0,3.2,5.0,26.6,29.6,24.7,5.3,39.6
Changi,2014,4,17,22,0.0,0.0,0.0,0.0,27.9,33.7,25.1,6.8,40.3
Changi,2014,4,17,23,0.0,0.0,0.0,0.0,28.6,33.0,25.6,8.8,32.8
Changi,2014,4,17,24,2.2,1.6,2.2,2.2,28.7,33.7,25.0,8.2,27.4
Changi,2014,4,17,25,0.0,0.0,0.0,0.0,28.8,34.4,25.4,7.5,33.8
Changi,2014,4,17,26,0.0,0.0,0.0,0.0,29.1,33.6,26.9,6.6,28.4
Changi,2014,4,17,27,0.2,0.2,0.2,0.2,28.7,31.7,24.9,6.0,30.2
Changi,2014,4,18,28,0.2,0.2,0.2,0.2,28.6,32.8,26.3,5.9,25.2
Changi,2014,4,18,29,4.8,3.0,3.0,3.0,28.3,31.6,26.3,5.1,35.3
Changi,2014,4,18,30,13.4,8.2,10.2,13.4,28.2,31.8,26.0,6.6,26.6
Changi,2014,5,18,1,0.4,0.2,0.4,0.4,28.4,30.8,24.5,6.2,29.9
Changi,2014,5,18,2,0.0,0.0,0.0,0.0,29.4,32.7,26.8,8.0,27.0
Changi,2014,5,18,3,0.0,0.0,0.0,0.0,29.6,33.7,27.4,10.3,29.2
Changi,2014,5,18,4,1.4,1.4,1.4,1.4,29.5,33.4,26.6,8.0,31.7
Changi,2014,5,19,5,0.0,0.0,0.0,0.0,29.4,33.1,26.8,9.5,37.8
Changi,2014,5,19,6,0.2,0.2,0.2,0.2,29.8,33.3,27.2,9.7,35.3
Changi,2014,5,19,7,18.4,9.4,13.6,14.6,28.0,33.8,24.3,5.9,32.0
Changi,2014,5,19,8,10.6,10.0,10.4,10.6,27.4,32.4,25.0,4.4,30.2
Changi,2014,5,19,9,1.4,1.4,1.4,1.4,29.0,32.0,26.6,7.2,22.0
Changi,2014,5,19,10,0.0,0.0,0.0,0.0,29.9,33.3,27.8,8.1,32.0
Changi,2014,5,19,11,0.0,0.0,0.0,0.0,29.0,33.6,26.6,6.3,37.8
Changi,2014,5,20,12,0.4,0.4,0.4,0.4,28.2,31.6,26.5,5.9,35.3
Changi,2014,5,20,13,0.0,0.0,0.0,0.0,29.2,32.6,26.3,5.9,27.0
Changi,2014,5,20,14,1.6,1.6,1.6,1.6,28.4,31.0,26.4,6.8,31.3
Changi,2014,5,20,15,12.2,11.0,12.2,12.2,29.5,33.1,26.8,6.6,25.2
Changi,2014,5,20,16,20.2,18.2,20.2,20.2,28.6,31.5,23.0,6.4,42.5
Changi,2014,5,20,17,0.0,0.0,0.0,0.0,28.6,30.8,27.1,5.6,29.5
Changi,2014,5,20,18,22.2,9.4,13.4,16.4,26.7,29.2,23.7,4.5,28.4
Changi,2014,5,21,19,7.2,3.8,5.0,5.2,27.2,30.0,23.2,6.9,30.6
Changi,2014,5,21,20,3.4,1.6,2.8,3.4,27.5,32.4,23.6,6.1,29.5
Changi,2014,5,21,21,0.0,0.0,0.0,0.0,27.7,32.4,26.0,5.4,26.6
Changi,2014,5,21,22,2.0,0.0,0.0,0.0,28.7,32.1,26.0,8.2,30.6
Changi,2014,5,21,23,3.0,1.8,2.8,3.0,27.1,30.7,24.8,5.3,27.0
Changi,2014,5,21,24,0.0,0.0,0.0,0.0,28.4,32.6,25.0,9.8,34.6
Changi,2014,5,21,25,0.0,0.0,0.0,0.0,29.3,32.6,26.4,8.4,30.6
Changi,2014,5,22,26,0.0,0.0,0.0,0.0,28.8,32.4,26.8,6.9,34.2
Changi,2014,5,22,27,0.8,0.8,0.8,0.8,28.0,30.7,25.7,6.5,29.9
Changi,2014,5,22,28,2.6,1.6,1.8,2.2,28.8,32.6,26.0,7.3,27.0
Changi,2014,5,22,29,17.8,7.8,10.4,13.0,28.5,32.7,25.0,5.4,31.0
Changi,2014,5,22,30,0.0,0.0,0.0,0.0,27.9,31.5,26.0,5.9,33.8
Changi,2014,5,22,31,0.0,0.0,0.0,0.0,29.0,31.5,26.5,7.4,39.2
Changi,2014,6,22,1,18.0,17.2,17.2,17.2,28.1,31.9,24.2,7.9,42.1
Changi,2014,6,23,2,0.0,0.0,0.0,0.0,28.7,31.2,26.6,6.0,24.5
Changi,2014,6,23,3,0.0,0.0,0.0,0.0,29.4,32.2,27.6,10.5,27.7
Changi,2014,6,23,4,6.6,2.8,3.0,3.2,27.7,28.7,25.6,6.6,30.2
Changi,2014,6,23,5,8.8,3.2,3.4,4.2,27.0,30.5,25.3,6.3,32.0
Changi,2014,6,23,6,4.2,1.6,2.0,3.6,27.4,31.2,25.6,6.9,39.6
Changi,2014,6,23,7,0.0,0.0,0.0,0.0,29.0,32.2,26.2,12.1,36.4
Changi,2014,6,23,8,0.0,0.0,0.0,0.0,29.7,32.6,27.5,9.7,32.4
Changi,2014,6,24,9,0.0,0.0,0.0,0.0,29.4,32.7,27.7,7.0,36.4
Changi,2014,6,24,10,1.6,1.0,1.4,1.6,29.2,33.0,26.1,6.3,27.4
Changi,2014,6,24,11,0.0,0.0,0.0,0.0,29.9,32.9,27.2,7.6,28.8
Changi,2014,6,24,12,4.4,3.8,4.0,4.2,29.2,32.5,23.0,9.1,60.5
Changi,2014,6,24,13,0.0,0.0,0.0,0.0,29.7,32.8,27.4,8.2,31.7
Changi,2014,6,24,14,18.8,16.4,18.4,18.6,27.6,30.3,23.0,5.8,46.4
Changi,2014,6,24,15,0.0,0.0,0.0,0.0,29.4,32.3,27.4,6.8,24.1
Changi,2014,6,25,16,0.0,0.0,0.0,0.0,30.1,32.8,28.3,8.7,30.2
Changi,2014,6,25,17,0.0,0.0,0.0,0.0,30.3,33.0,28.2,11.8,28.8
Changi,2014,6,25,18,2.4,1.6,1.6,2.0,28.9,32.3,23.9,8.1,43.9
Changi,2014,6,25,19,3.2,2.4,3.0,3.2,29.0,32.9,24.5,8.1,38.5
Changi,2014,6,25,20,0.0,0.0,0.0,0.0,30.4,33.3,28.3,10.6,27.7
Changi,2014,6,25,21,0.0,0.0,0.0,0.0,30.6,33.6,28.2,9.0,28.4
Changi,2014,6,25,22,0.0,0.0,0.0,0.0,29.8,33.4,26.7,6.6,25.2
Changi,2014,6,26,23,0.0,0.0,0.0,0.0,29.7,33.2,27.5,6.1,28.1
Changi,2014,6,26,24,1.0,0.8,1.0,1.0,29.3,32.1,25.2,7.8,32.4
Changi,2014,6,26,25,0.0,0.0,0.0,0.0,28.6,30.7,25.2,8.2,32.0
Changi,2014,6,26,26,0.0,0.0,0.0,0.0,29.4,32.0,27.4,9.3,39.6
Changi,2014,6,26,27,0.0,0.0,0.0,0.0,28.0,29.8,26.2,7.4,37.8
Changi,2014,6,26,28,0.0,0.0,0.0,0.0,28.8,32.2,26.9,6.4,27.0
Changi,2014,6,26,29,0.0,0.0,0.0,0.0,29.2,32.4,27.0,5.7,31.7
Changi,2014,6,27,30,2.4,2.0,2.2,2.4,27.6,31.0,24.6,6.9,35.3
Changi,2014,7,27,1,0.0,0.0,0.0,0.0,28.2,32.6,25.9,5.9,27.7
Changi,2014,7,27,2,0.0,0.0,0.0,0.0,28.7,31.6,26.0,8.0,34.9
Changi,2014,7,27,3,0.2,0.2,0.2,0.2,28.6,31.2,26.8,6.6,29.5
Changi,2014,7,27,4,19.4,18.0,19.0,19.0,28.1,29.9,23.9,5.8,44.3
Changi,2014,7,27,5,0.8,0.6,0.8,0.8,27.9,30.7,24.3,5.8,37.1
Changi,2014,7,27,6,2.2,1.8,2.0,2.0,28.7,31.5,25.2,5.7,37.8
Changi,2014,7,28,7,3.6,3.4,3.4,3.6,28.5,31.5,24.4,6.6,38.2
Changi,2014,7,28,8,12.6,10.8,12.2,12.4,28.0,31.7,22.7,7.0,41.4
Changi,2014,7,28,9,12.6,10.4,11.2,11.6,27.3,28.3,22.6,7.9,59.8
Changi,2014,7,28,10,0.2,0.2,0.2,0.2,28.7,32.1,26.9,9.9,34.9
Changi,2014,7,28,11,26.8,24.6,25.6,26.4,28.0,32.0,24.1,6.6,27.4
Changi,2014,7,28,12,0.0,0.0,0.0,0.0,27.7,31.1,25.3,5.8,31.3
Changi,2014,7,28,13,0.0,0.0,0.0,0.0,29.0,32.1,26.7,10.0,27.4
Changi,2014,7,29,14,0.0,0.0,0.0,0.0,29.8,32.5,27.6,9.2,28.1
Changi,2014,7,29,15,0.0,0.0,0.0,0.0,29.6,32.2,28.4,12.8,30.2
Changi,2014,7,29,16,0.0,0.0,0.0,0.0,29.4,32.4,27.4,10.8,30.6
Changi,2014,7,29,17,7.8,7.6,7.8,7.8,28.1,30.1,23.4,7.3,27.0
Changi,2014,7,29,18,0.0,0.0,0.0,0.0,29.1,31.4,27.2,9.9,32.8
Changi,2014,7,29,19,0.6,0.4,0.4,0.6,28.8,31.1,26.7,9.8,46.4
Changi,2014,7,29,20,0.0,0.0,0.0,0.0,29.3,32.2,26.7,9.2,30.6
Changi,2014,7,30,21,0.0,0.0,0.0,0.0,29.5,31.9,27.4,11.2,35.6
Changi,2014,7,30,22,0.0,0.0,0.0,0.0,29.6,32.4,27.8,12.6,35.3
Changi,2014,7,30,23,0.0,0.0,0.0,0.0,29.8,32.3,27.9,11.0,33.1
Changi,2014,7,30,24,0.0,0.0,0.0,0.0,29.6,31.8,27.7,11.5,33.5
Changi,2014,7,30,25,0.0,0.0,0.0,0.0,29.7,33.2,27.4,11.4,33.5
Changi,2014,7,30,26,0.0,0.0,0.0,0.0,29.9,33.1,28.1,13.8,35.6
Changi,2014,7,30,27,27.8,15.4,27.0,27.6,28.2,31.0,23.2,8.6,31.3
Changi,2014,7,31,28,0.0,0.0,0.0,0.0,29.0,31.9,27.2,8.4,38.9
Changi,2014,7,31,29,29.0,18.4,18.8,19.4,27.6,32.0,21.1,9.7,70.6
Changi,2014,7,31,30,4.0,2.8,3.4,3.6,27.8,31.4,24.7,8.7,37.1
Changi,2014,7,31,31,1.0,1.0,1.0,1.0,27.6,29.2,24.7,7.0,27.7
Changi,2014,8,31,1,0.0,0.0,0.0,0.0,28.7,31.2,27.1,7.5,27.7
Changi,2014,8,31,2,11.8,11.2,11.8,11.8,28.6,31.6,23.5,11.2,32.0
Changi,2014,8,31,3,0.0,0.0,0.0,0.0,28.6,31.1,26.3,6.8,29.9
Changi,2014,8,32,4,1.2,1.2,1.2,1.2,28.5,30.5,25.2,9.4,36.0
Changi,2014,8,32,5,7.4,2.6,3.8,5.2,26.5,28.5,23.9,6.7,38.9
Changi,2014,8,32,6,0.4,0.4,0.4,0.4,27.7,29.8,25.9,6.6,39.2
Changi,2014,8,32,7,9.2,9.2,9.2,9.2,27.5,30.8,23.6,7.1,52.9
Changi,2014,8,32,8,2.0,2.0,2.0,2.0,27.6,29.7,24.9,8.1,41.0
Changi,2014,8,32,9,0.0,0.0,0.0,0.0,28.6,31.7,26.7,14.0,42.1
Changi,2014,8,32,10,0.0,0.0,0.0,0.0,28.2,31.6,27.0,9.8,32.4
Changi,2014,8,33,11,0.0,0.0,0.0,0.0,28.1,30.8,26.6,8.4,35.3
Changi,2014,8,33,12,1.4,0.8,1.2,1.4,26.7,28.5,25.1,6.1,31.7
Changi,2014,8,33,13,2.4,0.6,1.0,1.6,26.2,27.2,25.0,5.9,21.2
Changi,2014,8,33,14,41.2,33.6,37.8,39.8,26.8,29.4,23.5,7.1,23.8
Changi,2014,8,33,15,0.6,0.6,0.6,0.6,26.6,29.0,25.5,5.4,40.3
Changi,2014,8,33,16,0.0,0.0,0.0,0.0,28.1,30.7,25.7,8.6,30.2
Changi,2014,8,33,17,0.0,0.0,0.0,0.0,28.4,30.6,26.8,11.2,29.9
Changi,2014,8,34,18,10.4,9.8,9.8,9.8,28.4,31.0,25.2,11.9,46.8
Changi,2014,8,34,19,0.0,0.0,0.0,0.0,28.2,31.1,26.2,8.6,36.0
Changi,2014,8,34,20,12.0,9.8,10.2,10.2,27.5,31.1,24.7,8.7,32.8
Changi,2014,8,34,21,1.6,1.6,1.6,1.6,28.0,31.1,26.1,8.5,29.5
Changi,2014,8,34,22,0.0,0.0,0.0,0.0,28.7,31.4,26.9,15.2,37.8
Changi,2014,8,34,23,0.8,0.4,0.4,0.4,28.7,31.9,26.7,11.7,31.3
Changi,2014,8,34,24,0.0,0.0,0.0,0.0,27.4,30.8,25.7,6.5,32.4
Changi,2014,8,35,25,7.2,4.4,4.4,4.6,26.6,30.4,24.2,6.3,44.6
Changi,2014,8,35,26,44.2,31.4,41.4,42.4,26.8,29.8,23.6,6.3,33.8
Changi,2014,8,35,27,8.4,5.0,7.2,8.4,26.9,30.1,23.2,6.9,38.2
Changi,2014,8,35,28,38.8,33.4,38.2,38.8,26.6,29.8,23.5,5.8,32.0
Changi,2014,8,35,29,39.4,36.4,39.2,39.4,26.8,30.3,22.0,6.6,34.6
Changi,2014,8,35,30,0.0,0.0,0.0,0.0,27.4,31.6,24.5,8.9,27.4
Changi,2014,8,35,31,0.6,0.4,0.4,0.6,28.0,30.2,25.6,10.8,38.9
Changi,2014,9,36,1,0.0,0.0,0.0,0.0,29.1,32.5,26.7,13.3,34.6
Changi,2014,9,36,2,0.0,0.0,0.0,0.0,28.7,31.6,25.8,8.7,30.6
Changi,2014,9,36,3,9.2,5.4,8.6,9.2,26.9,31.3,23.4,6.4,33.8
Changi,2014,9,36,4,0.0,0.0,0.0,0.0,28.0,32.2,24.2,6.9,22.0
Changi,2014,9,36,5,0.0,0.0,0.0,0.0,28.3,31.2,25.2,7.6,34.2
Changi,2014,9,36,6,0.0,0.0,0.0,0.0,27.7,30.7,25.1,9.2,45.7
Changi,2014,9,36,7,0.8,0.6,0.6,0.6,27.9,31.5,25.9,6.5,24.8
Changi,2014,9,37,8,0.0,0.0,0.0,0.0,28.9,32.0,25.9,7.7,27.0
Changi,2014,9,37,9,1.0,0.8,1.0,1.0,28.2,31.9,25.0,10.0,33.1
Changi,2014,9,37,10,3.2,3.2,3.2,3.2,28.7,31.6,25.5,9.4,38.9
Changi,2014,9,37,11,1.4,1.4,1.4,1.4,27.4,30.5,24.9,9.4,40.3
Changi,2014,9,37,12,0.0,0.0,0.0,0.0,28.4,31.4,25.0,11.2,38.5
Changi,2014,9,37,13,0.0,0.0,0.0,0.0,28.9,31.9,26.1,9.4,38.9
Changi,2014,9,37,14,0.0,0.0,0.0,0.0,29.0,31.5,27.0,7.4,30.6
Changi,2014,9,38,15,0.0,0.0,0.0,0.0,29.2,32.5,27.2,10.2,38.9
Changi,2014,9,38,16,0.0,0.0,0.0,0.0,29.2,32.8,26.9,15.6,43.9
Changi,2014,9,38,17,0.0,0.0,0.0,0.0,28.9,31.7,27.2,13.4,37.8
Changi,2014,9,38,18,0.0,0.0,0.0,0.0,29.2,32.3,27.4,12.8,40.7
Changi,2014,9,38,19,0.0,0.0,0.0,0.0,29.5,32.9,27.3,12.6,33.5
Changi,2014,9,38,20,31.6,29.8,31.4,31.4,28.1,32.2,22.4,8.9,61.9
Changi,2014,9,38,21,3.6,1.8,3.0,3.4,27.7,31.3,23.5,6.0,28.4
Changi,2014,9,39,22,0.0,0.0,0.0,0.0,29.0,33.2,25.4,14.6,38.9
Changi,2014,9,39,23,0.0,0.0,0.0,0.0,29.2,32.4,26.9,13.8,35.3
Changi,2014,9,39,24,9.4,7.0,7.0,7.0,28.7,32.2,24.9,12.1,61.6
Changi,2014,9,39,25,23.4,13.0,14.4,16.4,26.4,29.4,23.3,6.6,49.0
Changi,2014,9,39,26,0.0,0.0,0.0,0.0,28.3,32.3,25.6,8.2,30.2
Changi,2014,9,39,27,0.0,0.0,0.0,0.0,28.7,32.6,26.3,10.7,39.6
Changi,2014,9,39,28,0.0,0.0,0.0,0.0,28.9,32.1,26.8,11.4,32.4
Changi,2014,9,40,29,0.0,0.0,0.0,0.0,28.9,31.3,26.9,11.4,28.4
Changi,2014,9,40,30,0.0,0.0,0.0,0.0,29.1,32.3,27.0,9.5,40.7
Changi,2014,10,40,1,0.0,0.0,0.0,0.0,29.1,32.6,27.0,11.9,33.1
Changi,2014,10,40,2,0.0,0.0,0.0,0.0,28.9,31.5,26.8,10.3,24.8
Changi,2014,10,40,3,0.0,0.0,0.0,0.0,28.9,32.6,25.9,12.2,42.1
Changi,2014,10,40,4,6.6,5.0,6.0,6.6,27.5,30.2,24.1,8.6,37.1
Changi,2014,10,40,5,0.0,0.0,0.0,0.0,27.2,30.8,25.2,8.7,36.4
Changi,2014,10,41,6,0.0,0.0,0.0,0.0,28.7,31.9,25.8,8.9,28.4
Changi,2014,10,41,7,0.0,0.0,0.0,0.0,29.0,32.0,27.0,13.4,32.8
Changi,2014,10,41,8,0.0,0.0,0.0,0.0,29.3,32.2,27.0,8.6,25.2
Changi,2014,10,41,9,0.0,0.0,0.0,0.0,29.2,32.1,27.4,12.0,33.1
